Geo Point;Geo Shape;gid;num_materiel;type;insee;sens_orientation;orientation;tmjo_tv;tmjo_vl;tmjo_pl;hpm_tv;hps_tv;v85_vl;v85_pl;annee;semaine;orientation_av_2021;cdate;mdate
44.8732399, -0.6090149;"{""coordinates"": [-0.6090149, 44.8732399], ""type"": ""Point""}";5861;16b094;COMPTAGE_ROUTIER;33075;1;NORD;2492;2486;6;295;281;35.4;29.3;2024;comptage du 06/02/2024 au 12/02/2024;;2024-04-03T11:38:16+02:00;2024-04-05T12:06:34+02:00
44.8727419, -0.6086529;"{""coordinates"": [-0.6086529, 44.8727419], ""type"": ""Point""}";5864;BC0033;COMPTAGE_ROUTIER;33075;2;SUD;2619;2614;5;297;279;38.7;29.6;2024;comptage du 06/02/2024 au 12/02/2024;;2024-04-03T11:38:16+02:00;2024-04-05T12:06:45+02:00
44.9598999, -0.6116;"{""coordinates"": [-0.6116, 44.9598999], ""type"": ""Point""}";5875;BC57;COMPTAGE_ROUTIER;33312;1;EST;737;735;2;58;70;55.8;49.3;2022;comptage du 07/12/2022 au 13/12/2022;;2024-04-03T11:38:16+02:00;2024-04-03T11:38:16+02:00
44.8295889, -0.578335;"{""coordinates"": [-0.578335, 44.8295889], ""type"": ""Point""}";4255;;COMPTAGE_ROUTIER;33063;1;NORD;1012;1001;11;128;72;23.2;19.5;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8327899, -0.58175;"{""coordinates"": [-0.58175, 44.8327899], ""type"": ""Point""}";4257;;COMPTAGE_ROUTIER;33063;2;SUD;3086;3049;37;207;302;32.2;27.7;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8270579, -0.578978;"{""coordinates"": [-0.578978, 44.8270579], ""type"": ""Point""}";4263;;COMPTAGE_ROUTIER;33063;2;SUD;618;607;11;47;41;41.9;41.0;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8231139, -0.580051;"{""coordinates"": [-0.580051, 44.8231139], ""type"": ""Point""}";4269;;COMPTAGE_ROUTIER;33063;1;NORD;7915;7877;39;684;577;34.0;27.7;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8322479, -0.582137;"{""coordinates"": [-0.582137, 44.8322479], ""type"": ""Point""}";4270;;COMPTAGE_ROUTIER;33063;1;NORD;144;140;4;7;9;27.1;27.0;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8225879, -0.582401;"{""coordinates"": [-0.582401, 44.8225879], ""type"": ""Point""}";4271;;COMPTAGE_ROUTIER;33063;2;SUD;4590;4536;54;371;326;38.6;44.4;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8301549, -0.589273;"{""coordinates"": [-0.589273, 44.8301549], ""type"": ""Point""}";4275;;COMPTAGE_ROUTIER;33063;2;SUD_OUEST;1754;1710;45;172;146;18.6;17.7;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8295109, -0.586226;"{""coordinates"": [-0.586226, 44.8295109], ""type"": ""Point""}";4276;;COMPTAGE_ROUTIER;33063;1;EST;2205;2104;102;139;192;36.0;27.4;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8291809, -0.5865659;"{""coordinates"": [-0.5865659, 44.8291809], ""type"": ""Point""}";4277;;COMPTAGE_ROUTIER;33063;1;NORD;1952;1850;101;203;159;34.6;29.0;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8135309, -0.581948;"{""coordinates"": [-0.581948, 44.8135309], ""type"": ""Point""}";4280;;COMPTAGE_ROUTIER;33522;2;SUD;2692;2545;148;324;259;39.8;34.4;2022;du mercredi 22/06/2022 au mardi 28/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7990409, -0.588875;"{""coordinates"": [-0.588875, 44.7990409], ""type"": ""Point""}";4286;;COMPTAGE_ROUTIER;33522;1;EST;2277;2239;38;142;242;35.6;29.4;2022;du mercredi 22/06/2022 au mardi 28/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8106479, -0.5861019;"{""coordinates"": [-0.5861019, 44.8106479], ""type"": ""Point""}";4292;;COMPTAGE_ROUTIER;33522;2;SUD;4646;4616;30;467;498;40.3;37.0;2022;du mardi 01/03/2022 au lundi 07/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8278019, -0.5881129;"{""coordinates"": [-0.5881129, 44.8278019], ""type"": ""Point""}";4294;;COMPTAGE_ROUTIER;33063;2;OUEST;594;593;1;72;55;27.6;27.0;2022;du mardi 28/06/2022 au lundi 04/07/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8259099, -0.588902;"{""coordinates"": [-0.588902, 44.8259099], ""type"": ""Point""}";4295;;COMPTAGE_ROUTIER;33063;1;NORD;746;744;2;51;56;35.2;28.0;2022;du mardi 28/06/2022 au lundi 04/07/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8253679, -0.5881419;"{""coordinates"": [-0.5881419, 44.8253679], ""type"": ""Point""}";4298;;COMPTAGE_ROUTIER;33063;2;SUD;2323;2308;15;223;214;41.0;35.7;2022;du mardi 28/06/2022 au lundi 04/07/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8270349, -0.585531;"{""coordinates"": [-0.585531, 44.8270349], ""type"": ""Point""}";4299;;COMPTAGE_ROUTIER;33063;1;NORD;4127;4063;64;456;322;34.0;29.5;2022;du mardi 28/06/2022 au lundi 04/07/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8317029, -0.583015;"{""coordinates"": [-0.583015, 44.8317029], ""type"": ""Point""}";4301;;COMPTAGE_ROUTIER;33063;2;SUD;2631;2628;2;191;293;27.7;24.0;2022;du mardi 28/06/2022 au lundi 04/07/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8319359, -0.582806;"{""coordinates"": [-0.582806, 44.8319359], ""type"": ""Point""}";4303;;COMPTAGE_ROUTIER;33063;2;SUD_OUEST;782;779;3;55;70;27.4;17.0;2022;du mardi 28/06/2022 au lundi 04/07/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8325269, -0.5837349;"{""coordinates"": [-0.5837349, 44.8325269], ""type"": ""Point""}";4304;;COMPTAGE_ROUTIER;33063;1;NORD;1086;1086;0;96;70;31.9;;2022;du mardi 28/06/2022 au lundi 04/07/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7856179, -0.5758999;"{""coordinates"": [-0.5758999, 44.7856179], ""type"": ""Point""}";4306;;COMPTAGE_ROUTIER;33550;1;EST;3291;3232;59;246;367;34.8;26.1;2022;du lundi 02/01/2023 au dimanche 08/01/2023;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7866059, -0.571248;"{""coordinates"": [-0.571248, 44.7866059], ""type"": ""Point""}";4310;;COMPTAGE_ROUTIER;33550;1;EST;2682;2618;64;180;290;52.3;47.0;2022;du lundi 02/01/2023 au dimanche 08/01/2023;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7707249, -0.5283899;"{""coordinates"": [-0.5283899, 44.7707249], ""type"": ""Point""}";4316;;COMPTAGE_ROUTIER;33550;1;NORD;3985;3973;12;512;304;58.7;58.5;2022;du mardi 14/06/2022 au lundi 20/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7788819, -0.555649;"{""coordinates"": [-0.555649, 44.7788819], ""type"": ""Point""}";4318;;COMPTAGE_ROUTIER;33550;1;NORD;4050;4024;25;500;267;57.7;49.4;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8450999, -0.5758459;"{""coordinates"": [-0.5758459, 44.8450999], ""type"": ""Point""}";3867;;COMPTAGE_ROUTIER;33063;1;NORD;468;294;174;25;19;22.6;25.5;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8282139, -0.572365;"{""coordinates"": [-0.572365, 44.8282139], ""type"": ""Point""}";3870;;COMPTAGE_ROUTIER;33063;2;SUD;4909;4781;128;217;360;35.4;29.0;2022;du mercredi 09/03/2022 au mardi 15/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9008759, -0.524817;"{""coordinates"": [-0.524817, 44.9008759], ""type"": ""Point""}";3878;;COMPTAGE_ROUTIER;33032;2;SUD;3024;2814;209;307;192;66.2;56.9;2022;du lundi 30/05/2022 au dimanche 05/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8588649, -0.6314349;"{""coordinates"": [-0.6314349, 44.8588649], ""type"": ""Point""}";3881;;COMPTAGE_ROUTIER;33063;1;NORD;994;991;3;66;114;39.0;34.4;2022;du jeudi 15/09/2022 au mercredi 21/09/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7755449, -0.6156069;"{""coordinates"": [-0.6156069, 44.7755449], ""type"": ""Point""}";3884;;COMPTAGE_ROUTIER;33192;2;SUD;1636;1514;122;116;178;29.4;25.2;2022;du mardi 01/02/2022 au lundi 07/02/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7762819, -0.619099;"{""coordinates"": [-0.619099, 44.7762819], ""type"": ""Point""}";3885;;COMPTAGE_ROUTIER;33192;1;EST;721;583;138;50;68;53.2;46.9;2022;du mardi 01/02/2022 au lundi 07/02/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8784799, -0.586624;"{""coordinates"": [-0.586624, 44.8784799], ""type"": ""Point""}";4167;;COMPTAGE_ROUTIER;33075;1;EST;1753;1746;7;277;165;38.3;28.6;2022;du lundi 14/11/2022 au dimanche 20/11/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8434389, -0.506603;"{""coordinates"": [-0.506603, 44.8434389], ""type"": ""Point""}";4176;;COMPTAGE_ROUTIER;33167;1;EST;13287;12749;538;753;1073;65.5;59.0;2022;du jeudi 07/04/2022 au mercredi 13/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8423309, -0.511707;"{""coordinates"": [-0.511707, 44.8423309], ""type"": ""Point""}";4178;;COMPTAGE_ROUTIER;33167;2;SUD;5191;5125;67;534;464;57.1;47.9;2022;du lundi 20/06/2022 au dimanche 26/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8410269, -0.5125939;"{""coordinates"": [-0.5125939, 44.8410269], ""type"": ""Point""}";4180;;COMPTAGE_ROUTIER;33167;2;SUD;5168;5101;67;538;453;67.8;60.4;2022;du lundi 20/06/2022 au dimanche 26/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8629349, -0.5751069;"{""coordinates"": [-0.5751069, 44.8629349], ""type"": ""Point""}";4183;;COMPTAGE_ROUTIER;33063;1;NORD;449;447;3;55;26;25.5;27.6;2022;du lundi 20/06/2022 au dimanche 26/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9031699, -0.67225;"{""coordinates"": [-0.67225, 44.9031699], ""type"": ""Point""}";4186;;COMPTAGE_ROUTIER;33519;1;NORD;748;748;0;37;109;35.2;;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9055289, -0.684776;"{""coordinates"": [-0.684776, 44.9055289], ""type"": ""Point""}";4196;;COMPTAGE_ROUTIER;33519;1;NORD;358;355;3;12;37;45.8;39.7;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9055289, -0.6848159;"{""coordinates"": [-0.6848159, 44.9055289], ""type"": ""Point""}";4197;;COMPTAGE_ROUTIER;33519;2;SUD;771;768;3;129;83;46.2;36.1;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8821709, -0.498432;"{""coordinates"": [-0.498432, 44.8821709], ""type"": ""Point""}";4201;;COMPTAGE_ROUTIER;33249;2;SUD;1202;1198;4;176;100;39.4;30.0;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8799769, -0.4981239;"{""coordinates"": [-0.4981239, 44.8799769], ""type"": ""Point""}";4203;;COMPTAGE_ROUTIER;33249;1;NORD;918;887;30;40;106;49.3;39.0;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8774109, -0.533173;"{""coordinates"": [-0.533173, 44.8774109], ""type"": ""Point""}";4206;;COMPTAGE_ROUTIER;33249;1;EST;2253;2251;2;165;237;30.5;26.8;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8789329, -0.5230509;"{""coordinates"": [-0.5230509, 44.8789329], ""type"": ""Point""}";4212;;COMPTAGE_ROUTIER;33249;1;NORD;727;727;1;49;83;44.8;17.0;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8784909, -0.522449;"{""coordinates"": [-0.522449, 44.8784909], ""type"": ""Point""}";4213;;COMPTAGE_ROUTIER;33249;1;NORD;443;443;0;35;46;26.4;;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8488849, -0.663723;"{""coordinates"": [-0.663723, 44.8488849], ""type"": ""Point""}";4219;;COMPTAGE_ROUTIER;33281;2;OUEST;6026;5793;233;523;390;49.8;46.2;2022;du vendredi 04/02/2022 au jeudi 10/02/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8484129, -0.661216;"{""coordinates"": [-0.661216, 44.8484129], ""type"": ""Point""}";4221;;COMPTAGE_ROUTIER;33281;2;OUEST;5308;5187;121;430;401;49.2;40.6;2022;du vendredi 04/02/2022 au jeudi 10/02/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8060009, -0.626597;"{""coordinates"": [-0.626597, 44.8060009], ""type"": ""Point""}";4222;;COMPTAGE_ROUTIER;33318;1;NORD;5601;5508;93;417;545;41.3;37.1;2022;du vendredi 08/04/2022 au jeudi 14/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8155919, -0.602908;"{""coordinates"": [-0.602908, 44.8155919], ""type"": ""Point""}";4225;;COMPTAGE_ROUTIER;33522;1;NORD;11519;11420;99;844;807;46.3;38.5;2022;du vendredi 08/04/2022 au jeudi 14/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7884569, -0.6713;"{""coordinates"": [-0.6713, 44.7884569], ""type"": ""Point""}";4227;;COMPTAGE_ROUTIER;33318;1;NORD;114;113;1;18;8;39.2;28.5;2022;du mardi 21/06/2022 au lundi 27/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7884569, -0.67134;"{""coordinates"": [-0.67134, 44.7884569], ""type"": ""Point""}";4228;;COMPTAGE_ROUTIER;33318;2;SUD;126;124;2;7;15;39.4;28.3;2022;du mardi 21/06/2022 au lundi 27/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7903899, -0.6701159;"{""coordinates"": [-0.6701159, 44.7903899], ""type"": ""Point""}";4229;;COMPTAGE_ROUTIER;33318;1;NORD;344;343;2;70;25;44.3;29.7;2022;du mardi 21/06/2022 au lundi 27/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7903899, -0.670156;"{""coordinates"": [-0.670156, 44.7903899], ""type"": ""Point""}";4230;;COMPTAGE_ROUTIER;33318;2;SUD;227;224;3;13;32;38.9;28.1;2022;du mardi 21/06/2022 au lundi 27/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7919059, -0.668136;"{""coordinates"": [-0.668136, 44.7919059], ""type"": ""Point""}";4232;;COMPTAGE_ROUTIER;33318;2;SUD;420;419;1;21;57;40.7;29.9;2022;du mardi 21/06/2022 au lundi 27/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7934089, -0.666038;"{""coordinates"": [-0.666038, 44.7934089], ""type"": ""Point""}";4233;;COMPTAGE_ROUTIER;33318;1;NORD;667;666;1;157;45;38.6;36.3;2022;du mardi 21/06/2022 au lundi 27/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7934089, -0.6660779;"{""coordinates"": [-0.6660779, 44.7934089], ""type"": ""Point""}";4234;;COMPTAGE_ROUTIER;33318;2;SUD;457;455;1;24;60;42.0;29.9;2022;du mardi 21/06/2022 au lundi 27/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9096689, -0.743641;"{""coordinates"": [-0.743641, 44.9096689], ""type"": ""Point""}";4238;;COMPTAGE_ROUTIER;33376;2;SUD;3386;3316;70;237;252;58.8;56.8;2022;du vendredi 22/07/2022 au jeudi 28/07/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8283459, -0.5839709;"{""coordinates"": [-0.5839709, 44.8283459], ""type"": ""Point""}";4245;;COMPTAGE_ROUTIER;33063;1;NORD_EST;1123;1041;82;94;78;38.5;30.8;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8308759, -0.575859;"{""coordinates"": [-0.575859, 44.8308759], ""type"": ""Point""}";4251;;COMPTAGE_ROUTIER;33063;1;EST;1972;1966;5;168;154;17.3;17.0;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8532269, -0.582943;"{""coordinates"": [-0.582943, 44.8532269], ""type"": ""Point""}";3754;;COMPTAGE_ROUTIER;33003;1;NORD;544;540;4;55;47;30.4;28.5;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8624169, -0.591756;"{""coordinates"": [-0.591756, 44.8624169], ""type"": ""Point""}";3756;;COMPTAGE_ROUTIER;33003;1;EST;2250;2249;2;376;200;39.5;37.0;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8624569, -0.591756;"{""coordinates"": [-0.591756, 44.8624569], ""type"": ""Point""}";3757;;COMPTAGE_ROUTIER;33003;2;OUEST;3161;3160;2;296;364;42.7;46.6;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8562519, -0.5868989;"{""coordinates"": [-0.5868989, 44.8562519], ""type"": ""Point""}";3764;;COMPTAGE_ROUTIER;33003;1;EST;896;893;3;123;67;45.9;33.0;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8559959, -0.584632;"{""coordinates"": [-0.584632, 44.8559959], ""type"": ""Point""}";3766;;COMPTAGE_ROUTIER;33003;1;NORD;3273;3257;16;302;327;42.9;33.7;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8559959, -0.584672;"{""coordinates"": [-0.584672, 44.8559959], ""type"": ""Point""}";3767;;COMPTAGE_ROUTIER;33003;2;SUD;1959;1950;9;250;153;38.8;33.4;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8773389, -0.582972;"{""coordinates"": [-0.582972, 44.8773389], ""type"": ""Point""}";3770;;COMPTAGE_ROUTIER;33003;1;NORD;2284;2278;6;192;334;38.3;34.8;2022;du lundi 30/05/2022 au dimanche 05/06/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8880169, -0.5559369;"{""coordinates"": [-0.5559369, 44.8880169], ""type"": ""Point""}";3779;;COMPTAGE_ROUTIER;33003;2;OUEST;9093;8374;719;431;472;57.8;51.9;2022;du vendredi 25/11/2022 au jeudi 01/12/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8829139, -0.550562;"{""coordinates"": [-0.550562, 44.8829139], ""type"": ""Point""}";3780;;COMPTAGE_ROUTIER;33003;1;NORD;4875;4754;121;420;451;43.2;39.4;2022;du vendredi 25/11/2022 au jeudi 01/12/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.7967389, -0.573465;"{""coordinates"": [-0.573465, 44.7967389], ""type"": ""Point""}";3782;;COMPTAGE_ROUTIER;33003;1;NORD;4030;4022;8;277;447;47.0;40.0;2022;du lundi 10/10/2022 au dimanche 16/10/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8513119, -0.58238;"{""coordinates"": [-0.58238, 44.8513119], ""type"": ""Point""}";3788;;COMPTAGE_ROUTIER;33003;2;SUD;2564;2557;7;232;216;39.0;33.3;2022;du lundi 02/05/2022 au dimanche 08/05/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8504739, -0.581755;"{""coordinates"": [-0.581755, 44.8504739], ""type"": ""Point""}";3790;;COMPTAGE_ROUTIER;33003;2;SUD;1033;1031;2;133;99;26.9;27.0;2022;du lundi 02/05/2022 au dimanche 08/05/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.7681699, -0.5798099;"{""coordinates"": [-0.5798099, 44.7681699], ""type"": ""Point""}";3792;;COMPTAGE_ROUTIER;33003;2;SUD;1385;1380;5;62;128;21.9;17.0;2022;du vendredi 08/04/2022 au jeudi 14/04/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.7677929, -0.57984;"{""coordinates"": [-0.57984, 44.7677929], ""type"": ""Point""}";3794;;COMPTAGE_ROUTIER;33003;1;NORD;8939;8690;250;657;652;38.2;35.0;2022;du vendredi 08/04/2022 au jeudi 14/04/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8423359, -0.592302;"{""coordinates"": [-0.592302, 44.8423359], ""type"": ""Point""}";3796;;COMPTAGE_ROUTIER;33003;1;EST;5157;4897;261;480;402;29.0;22.8;2022;du jeudi 10/03/2022 au mercredi 16/03/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8362899, -0.6833759;"{""coordinates"": [-0.6833759, 44.8362899], ""type"": ""Point""}";3800;;COMPTAGE_ROUTIER;33003;1;NORD;2096;2089;7;334;158;39.6;36.0;2022;du lundi 11/04/2022 au dimanche 17/04/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8362899, -0.6834159;"{""coordinates"": [-0.6834159, 44.8362899], ""type"": ""Point""}";3801;;COMPTAGE_ROUTIER;33003;2;SUD;1207;1203;4;64;161;37.3;27.6;2022;du lundi 11/04/2022 au dimanche 17/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8262449, -0.663814;"{""coordinates"": [-0.663814, 44.8262449], ""type"": ""Point""}";3802;;COMPTAGE_ROUTIER;33003;2;SUD;7008;6928;81;278;769;48.9;46.6;2022;du lundi 11/04/2022 au dimanche 17/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8266039, -0.6629699;"{""coordinates"": [-0.6629699, 44.8266039], ""type"": ""Point""}";3804;;COMPTAGE_ROUTIER;33003;2;OUEST;2113;2063;50;318;153;47.0;37.9;2022;du lundi 11/04/2022 au dimanche 17/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8262449, -0.6637739;"{""coordinates"": [-0.6637739, 44.8262449], ""type"": ""Point""}";3805;;COMPTAGE_ROUTIER;33003;1;NORD;6985;6910;75;753;502;48.6;45.9;2022;du lundi 11/04/2022 au dimanche 17/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9373109, -0.472878;"{""coordinates"": [-0.472878, 44.9373109], ""type"": ""Point""}";3807;;COMPTAGE_ROUTIER;33003;1;NORD;1902;1880;22;111;142;48.0;37.4;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8974399, -0.5514;"{""coordinates"": [-0.5514, 44.8974399], ""type"": ""Point""}";3816;;COMPTAGE_ROUTIER;33063;1;NORD;8706;8518;187;546;1190;62.9;51.3;2022;du lundi 28/02/2022 au dimanche 06/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8458129, -0.5440439;"{""coordinates"": [-0.5440439, 44.8458129], ""type"": ""Point""}";3818;;COMPTAGE_ROUTIER;33063;2;SUD;645;550;95;49;51;28.9;27.4;2022;du mardi 22/03/2022 au lundi 28/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8465899, -0.5430239;"{""coordinates"": [-0.5430239, 44.8465899], ""type"": ""Point""}";3820;;COMPTAGE_ROUTIER;33063;2;OUEST;1768;1707;61;305;131;35.7;24.9;2022;du mardi 22/03/2022 au lundi 28/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8721929, -0.5969699;"{""coordinates"": [-0.5969699, 44.8721929], ""type"": ""Point""}";4137;;COMPTAGE_ROUTIER;33075;2;SUD_EST;2934;2887;48;432;254;22.0;18.5;2022;du vendredi 14/10/2022 au jeudi 20/10/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8395559, -0.5565639;"{""coordinates"": [-0.5565639, 44.8395559], ""type"": ""Point""}";4142;;COMPTAGE_ROUTIER;33063;2;OUEST;439;433;6;33;37;36.1;38.3;2022;du mardi 27/09/2022 au lundi 03/10/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8757189, -0.547307;"{""coordinates"": [-0.547307, 44.8757189], ""type"": ""Point""}";6287;16B098;COMPTAGE_ROUTIER;33063;1;EST;2573;2329;243;119;208;46.5;38.9;2024;comptage du 29/05/2024 au 04/06/2024;;2024-06-13T14:01:03+02:00;2024-06-13T14:01:03+02:00
44.8757589, -0.5473069;"{""coordinates"": [-0.5473069, 44.8757589], ""type"": ""Point""}";6288;16B098;COMPTAGE_ROUTIER;33063;2;OUEST;2862;2614;248;175;182;47.1;44.9;2024;comptage du 29/05/2024 au 04/06/2024;;2024-06-13T14:01:03+02:00;2024-06-13T14:01:03+02:00
