Geo Point;Geo Shape;gid;num_materiel;type;insee;sens_orientation;orientation;tmjo_tv;tmjo_vl;tmjo_pl;hpm_tv;hps_tv;v85_vl;v85_pl;annee;semaine;orientation_av_2021;cdate;mdate
44.8883559, -0.6169279;"{""coordinates"": [-0.6169279, 44.8883559], ""type"": ""Point""}";879;;COMPTAGE_ROUTIER;33075;;;2225;2166;59;177;201;48.8;36.9;2016;comptage du 08/02/2016 au 14/02/2016;Vers l'avenue Saint Exupéry;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8724049, -0.499061;"{""coordinates"": [-0.499061, 44.8724049], ""type"": ""Point""}";883;;COMPTAGE_ROUTIER;33013;;;214;209;5;13;21;37.0;32.0;2016;comptage du 20/05/2016 au 26/05/2016;Vers la rue du Cerf;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8779909, -0.6704169;"{""coordinates"": [-0.6704169, 44.8779909], ""type"": ""Point""}";891;;COMPTAGE_ROUTIER;33200;;;1089;1063;26;96;106;58.7;48.8;2016;comptage du 10/06/2016 au 16/06/2016;Vers la rue Victor Hugo;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.7705149, -0.723081;"{""coordinates"": [-0.723081, 44.7705149], ""type"": ""Point""}";895;;COMPTAGE_ROUTIER;33318;;;1093;1070;23;177;86;76.6;73.5;2016;comptage du 17/05/2016 au 23/05/2016;Vers l'avenue du Maréchal de Lattre de Tassigny;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8074069, -0.5862319;"{""coordinates"": [-0.5862319, 44.8074069], ""type"": ""Point""}";896;;COMPTAGE_ROUTIER;33522;;;4467;4386;81;439;553;45.9;42.6;2016;comptage du 11/10/2016 au 17/10/2016;Vers la rue Peydevant;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8085379, -0.585551;"{""coordinates"": [-0.585551, 44.8085379], ""type"": ""Point""}";898;;COMPTAGE_ROUTIER;33522;;;1618;1450;168;91;200;39.7;37.5;2016;comptage du 11/10/2016 au 17/10/2016;Vers la rue Peydevant;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8086219, -0.5857049;"{""coordinates"": [-0.5857049, 44.8086219], ""type"": ""Point""}";899;;COMPTAGE_ROUTIER;33522;;;1755;1709;46;243;155;40.2;39.5;2016;comptage du 11/10/2016 au 17/10/2016;Vers la rue Lamartine;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.7659819, -0.5778209;"{""coordinates"": [-0.5778209, 44.7659819], ""type"": ""Point""}";900;;COMPTAGE_ROUTIER;33550;;;90;88;2;10;9;35.4;34.3;2016;comptage du 11/09/2016 au 17/09/2016;Vers la rue de la Paix;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.7824349, -0.573557;"{""coordinates"": [-0.573557, 44.7824349], ""type"": ""Point""}";902;;COMPTAGE_ROUTIER;33550;;;571;561;10;44;99;56.4;54.5;2016;comptage du 11/09/2016 au 17/09/2016;Vers la rue Traversière;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.7826289, -0.5735769;"{""coordinates"": [-0.5735769, 44.7826289], ""type"": ""Point""}";903;;COMPTAGE_ROUTIER;33550;;;604;578;26;71;50;56.7;54.6;2016;comptage du 11/09/2016 au 17/09/2016;Vers l'avenue Pasteur;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8953919, -0.506943;"{""coordinates"": [-0.506943, 44.8953919], ""type"": ""Point""}";904;;COMPTAGE_ROUTIER;33096;;;2358;2319;39;189;202;63.0;64.0;2016;comptage du 13/10/2016 au 19/10/2016;Vers la rue Ludovic Bourdieu;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.7726779, -0.5853459;"{""coordinates"": [-0.5853459, 44.7726779], ""type"": ""Point""}";653;;COMPTAGE_ROUTIER;33550;;;753;739;14;31;115;52.3;51.4;2016;comptage du 04/02/2016 au 10/02/2016;Vers la rue des Fougères;2023-12-15T17:00:22+01:00;2024-02-14T15:12:17+01:00
44.9144789, -0.517307;"{""coordinates"": [-0.517307, 44.9144789], ""type"": ""Point""}";657;;COMPTAGE_ROUTIER;33032;;;278;233;45;14;29;58.0;53.0;2016;comptage du 29/02/2016 au 06/03/2016;;2023-12-15T17:00:22+01:00;2024-02-14T15:12:17+01:00
44.9145039, -0.5173509;"{""coordinates"": [-0.5173509, 44.9145039], ""type"": ""Point""}";658;;COMPTAGE_ROUTIER;33032;;;221;175;46;14;20;46.0;46.0;2016;comptage du 29/02/2016 au 06/03/2016;Vers la rue Laffue;2023-12-15T17:00:22+01:00;2024-02-14T15:12:17+01:00
44.8445169, -0.674855;"{""coordinates"": [-0.674855, 44.8445169], ""type"": ""Point""}";818;;COMPTAGE_ROUTIER;33281;;;13307;11656;1651;912;1076;65.8;61.4;2016;comptage du 13/09/2016 au 19/09/2016;Vers la rocade A630;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8445249, -0.674686;"{""coordinates"": [-0.674686, 44.8445249], ""type"": ""Point""}";819;;COMPTAGE_ROUTIER;33281;;;11865;10365;1500;1032;879;64.4;60.9;2016;comptage du 13/09/2016 au 19/09/2016;Vers la rue Ferdinand de Lesseps;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8076199, -0.5861619;"{""coordinates"": [-0.5861619, 44.8076199], ""type"": ""Point""}";822;;COMPTAGE_ROUTIER;33522;;;3838;3743;95;414;330;39.9;39.1;2016;comptage du 11/10/2016 au 17/10/2016;Vers la rue Ambroise Paré;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8085709, -0.5856539;"{""coordinates"": [-0.5856539, 44.8085709], ""type"": ""Point""}";823;;COMPTAGE_ROUTIER;33522;;;1618;1450;168;91;200;39.7;37.5;2016;comptage du 11/10/2016 au 17/10/2016;Vers la rue Peydevant;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8813379, -0.551351;"{""coordinates"": [-0.551351, 44.8813379], ""type"": ""Point""}";826;;COMPTAGE_ROUTIER;33063;;;5268;4825;443;396;522;48.1;44.7;2016;comptage du 27/01/2016 au 02/02/2016;Vers le chemin Lafitte;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8371419, -0.645557;"{""coordinates"": [-0.645557, 44.8371419], ""type"": ""Point""}";827;;COMPTAGE_ROUTIER;33281;;;5601;5450;151;349;620;62.7;60.7;2016;comptage du 24/05/2016 au 30/05/2016;Vers la rue du Croustet;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8042359, -0.6242799;"{""coordinates"": [-0.6242799, 44.8042359], ""type"": ""Point""}";829;;COMPTAGE_ROUTIER;33318;;;3486;3382;104;278;350;48.8;46.9;2016;comptage du 05/10/2016 au 11/10/2016;Vers la rue de Châteaubriand;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8041749, -0.6241659;"{""coordinates"": [-0.6241659, 44.8041749], ""type"": ""Point""}";830;;COMPTAGE_ROUTIER;33318;;;3063;2963;100;349;275;48.4;46.6;2016;comptage du 05/10/2016 au 11/10/2016;Vers l'avenue Pierre Corneille;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8327319, -0.56164;"{""coordinates"": [-0.56164, 44.8327319], ""type"": ""Point""}";831;;COMPTAGE_ROUTIER;33063;;;459;446;13;60;48;28.5;38.9;2016;comptage du 24/05/2016 au 30/05/2016;Sens unique vers la rue Porte de la Monnaie;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8462839, -0.6033149;"{""coordinates"": [-0.6033149, 44.8462839], ""type"": ""Point""}";833;;COMPTAGE_ROUTIER;33063;;;439;436;3;41;49;28.8;26.7;2016;comptage du 01/09/2016 au 07/09/2016;Vers la rue Jean Cocteau;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8292549, -0.5870849;"{""coordinates"": [-0.5870849, 44.8292549], ""type"": ""Point""}";840;;COMPTAGE_ROUTIER;33063;;;2950;2872;78;167;209;39.0;29.0;2016;comptage du 09/11/2016 au 15/11/2016;Sens unique vers la rue Pagés;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8218329, -0.6593109;"{""coordinates"": [-0.6593109, 44.8218329], ""type"": ""Point""}";1104;;COMPTAGE_ROUTIER;33281;;;1465;1450;15;80;178;48.0;55.0;2017;comptage du 31/05/2017 au 06/06/2017;Vers la rue de Garies;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8226319, -0.6581009;"{""coordinates"": [-0.6581009, 44.8226319], ""type"": ""Point""}";1108;;COMPTAGE_ROUTIER;33281;;;1811;1757;54;157;182;46.0;59.0;2017;comptage du 18/05/2017 au 24/05/2017;Vers avenue de l'Alouette;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8546079, -0.552055;"{""coordinates"": [-0.552055, 44.8546079], ""type"": ""Point""}";1115;;COMPTAGE_ROUTIER;33063;;;7102;6591;511;396;501;60.0;57.0;2017;comptage du 01/09/2017 au 07/09/2017;;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8543269, -0.552849;"{""coordinates"": [-0.552849, 44.8543269], ""type"": ""Point""}";1116;;COMPTAGE_ROUTIER;33063;;;7076;6592;484;454;565;58.0;58.0;2017;comptage du 01/09/2017 au 07/09/2017;Vers la rue du Commandant Cousteau;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8416809, -0.6191389;"{""coordinates"": [-0.6191389, 44.8416809], ""type"": ""Point""}";1118;;COMPTAGE_ROUTIER;33063;;;2530;2499;31;199;218;40.0;49.0;2017;comptage du 29/09/2017 au 05/10/2017;Vers la rue Cyrano;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8518589, -0.5812629;"{""coordinates"": [-0.5812629, 44.8518589], ""type"": ""Point""}";1119;;COMPTAGE_ROUTIER;33063;;;1810;1777;33;184;179;36.3;26.7;2017;comptage du 01/12/2017 au 07/12/2017;Sens unique vers la rue Lagrange;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8150139, -0.6842509;"{""coordinates"": [-0.6842509, 44.8150139], ""type"": ""Point""}";1013;;COMPTAGE_ROUTIER;33281;;;11868;11250;618;544;1038;68.0;65.0;2017;comptage du 23/01/2017 au 29/01/2017;Vers le chemin de la Princesse;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8150219, -0.6839099;"{""coordinates"": [-0.6839099, 44.8150219], ""type"": ""Point""}";1014;;COMPTAGE_ROUTIER;33281;;;13231;12111;1120;910;963;87.0;84.0;2017;comptage du 23/01/2017 au 29/01/2017;Vers l'allée du Souvenir;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.7893249, -0.587174;"{""coordinates"": [-0.587174, 44.7893249], ""type"": ""Point""}";1018;;COMPTAGE_ROUTIER;33522;;;7529;7182;347;495;575;38.0;34.0;2017;comptage du 10/01/2017 au 16/01/2017;Vers la rue Salvador Allende;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.7909649, -0.586497;"{""coordinates"": [-0.586497, 44.7909649], ""type"": ""Point""}";1019;;COMPTAGE_ROUTIER;33522;;;5447;5262;185;431;373;31.0;26.0;2017;comptage du 10/01/2017 au 16/01/2017;Vers l'avenue Pierre Corneille;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.7903759, -0.5882649;"{""coordinates"": [-0.5882649, 44.7903759], ""type"": ""Point""}";1021;;COMPTAGE_ROUTIER;33522;;;2923;2862;61;209;227;38.0;36.0;2017;comptage du 10/01/2017 au 16/01/2017;Vers l'avenue Pierre Corneille;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8420169, -0.590634;"{""coordinates"": [-0.590634, 44.8420169], ""type"": ""Point""}";1024;;COMPTAGE_ROUTIER;33063;;;1535;1510;25;80;180;28.6;29.3;2017;comptage du 10/02/2017 au 16/02/2017;Sens unique vers la rue Georges Mandel;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8080759, -0.6162529;"{""coordinates"": [-0.6162529, 44.8080759], ""type"": ""Point""}";1028;;COMPTAGE_ROUTIER;33318;;;2753;2673;80;279;308;48.3;40.6;2017;comptage du 30/01/2017 au 05/02/2017;Vers la rue du Bas Brion;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8815919, -0.6869389;"{""coordinates"": [-0.6869389, 44.8815919], ""type"": ""Point""}";1031;;COMPTAGE_ROUTIER;33200;;;9949;9686;263;828;754;48.0;39.4;2017;comptage du 26/01/2017 au 01/02/2017;Vers la rue Sainte Christine;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8617599, -0.6782079;"{""coordinates"": [-0.6782079, 44.8617599], ""type"": ""Point""}";1036;;COMPTAGE_ROUTIER;33200;;;4743;4587;156;940;408;59.3;57.8;2017;comptage du 26/01/2017 au 01/02/2017;Vers la rue des Satellites;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8058159, -0.628352;"{""coordinates"": [-0.628352, 44.8058159], ""type"": ""Point""}";1052;;COMPTAGE_ROUTIER;33318;;;2389;2310;79;159;195;26.0;26.0;2017;comptage du 27/03/2017 au 02/04/2017;Vers la rue Chateaubriand;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.7942289, -0.632339;"{""coordinates"": [-0.632339, 44.7942289], ""type"": ""Point""}";1055;;COMPTAGE_ROUTIER;33318;;;2261;2182;79;179;206;48.0;45.0;2017;comptage du 25/01/2017 au 31/01/2017;Vers l'avenue Bougnard;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.7942359, -0.630811;"{""coordinates"": [-0.630811, 44.7942359], ""type"": ""Point""}";1057;;COMPTAGE_ROUTIER;33318;;;6173;5626;547;359;558;39.0;40.0;2017;comptage du 25/01/2017 au 31/01/2019;Vers l'avenue du Maréchal Lyautey;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8197819, -0.516762;"{""coordinates"": [-0.516762, 44.8197819], ""type"": ""Point""}";1060;;COMPTAGE_ROUTIER;33065;;;365;316;49;39;28;43.0;40.0;2017;comptage du 07/04/2017 au 13/04/2017;Vers le chemin des Bories;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8739869, -0.503464;"{""coordinates"": [-0.503464, 44.8739869], ""type"": ""Point""}";1062;;COMPTAGE_ROUTIER;33249;;;282;249;33;24;18;58.0;68.0;2017;comptage du 01/04/2017 au 07/04/2017;Vers la rue du Moulin d'Antoune;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8742609, -0.5042899;"{""coordinates"": [-0.5042899, 44.8742609], ""type"": ""Point""}";1063;;COMPTAGE_ROUTIER;33249;;;645;607;38;2;82;58.0;50.0;2017;comptage du 01/04/2017 au 07/04/2017;Vers la rue Alain Resnais;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8561209, -0.567948;"{""coordinates"": [-0.567948, 44.8561209], ""type"": ""Point""}";1065;;COMPTAGE_ROUTIER;33063;;;334;331;3;23;25;32.0;26.0;2017;comptage du 22/03/2017 au 28/03/2017;Vers la place Paul et Jean Paul Avisseau;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8607949, -0.630551;"{""coordinates"": [-0.630551, 44.8607949], ""type"": ""Point""}";1067;;COMPTAGE_ROUTIER;33063;;;702;695;7;74;63;47.6;38.2;2017;comptage du 29/03/2017 au 04/04/2017;Vers la rue Paul Proteau;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8440029, -0.493261;"{""coordinates"": [-0.493261, 44.8440029], ""type"": ""Point""}";1072;;COMPTAGE_ROUTIER;33013;;;979;939;40;58;164;52.7;48.1;2017;comptage du 30/03/2017 au 05/04/2017;Vers la rue Maurice Béjart;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.7874329, -0.6838699;"{""coordinates"": [-0.6838699, 44.7874329], ""type"": ""Point""}";1076;;COMPTAGE_ROUTIER;33318;;;1342;1332;10;225;79;48.0;43.0;2017;comptage du 04/04/2017 au 10/04/2017;Vers l'avenue des Provinces;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.7870069, -0.6903609;"{""coordinates"": [-0.6903609, 44.7870069], ""type"": ""Point""}";1077;;COMPTAGE_ROUTIER;33318;;;1603;1507;96;118;218;43.0;42.0;2017;comptage du 04/04/2017 au 10/04/2017;Vers la rue de la Poudrière;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.7872049, -0.6898669;"{""coordinates"": [-0.6898669, 44.7872049], ""type"": ""Point""}";1078;;COMPTAGE_ROUTIER;33318;;;2047;2030;17;320;135;43.0;40.0;2017;comptage du 04/04/2017 au 10/04/2017;Vers l'avenue des Provinces;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8735619, -0.609121;"{""coordinates"": [-0.609121, 44.8735619], ""type"": ""Point""}";1080;;COMPTAGE_ROUTIER;33075;;;4047;3900;147;383;427;42.8;39.6;2017;comptage du 03/41/2017 au 09/04/2017;;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8393199, -0.572;"{""coordinates"": [-0.572, 44.8393199], ""type"": ""Point""}";1088;;COMPTAGE_ROUTIER;33063;;;1058;1005;53;78;66;26.0;26.0;2017;comptage du 24/06/2017 au 30/06/2017;Vers la rue du Mulet;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8325079, -0.594719;"{""coordinates"": [-0.594719, 44.8325079], ""type"": ""Point""}";1092;;COMPTAGE_ROUTIER;33063;;;729;710;19;57;44;35.0;35.0;2017;comptage du 24/06/2017 au 30/06/2017;Vers la place Gavines;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8528479, -0.580373;"{""coordinates"": [-0.580373, 44.8528479], ""type"": ""Point""}";1121;;COMPTAGE_ROUTIER;33063;;;2369;2289;80;209;257;38.1;36.8;2017;comptage du 01/12/2017 au 07/12/2017;Vers la rue Vantrasson;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8511989, -0.5766289;"{""coordinates"": [-0.5766289, 44.8511989], ""type"": ""Point""}";1122;;COMPTAGE_ROUTIER;33063;;;2529;2293;236;195;201;46.0;;2017;comptage du 16/11/2017 au 22/11/2017;Vers la rue du Jardin Public;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8374279, -0.5570659;"{""coordinates"": [-0.5570659, 44.8374279], ""type"": ""Point""}";1124;;COMPTAGE_ROUTIER;33063;;;7159;6690;469;364;613;65.0;61.5;2017;comptage du 01/09/2017 au 07/09/2017;Vers la rue René Butheaut (2 files);2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8487109, -0.592507;"{""coordinates"": [-0.592507, 44.8487109], ""type"": ""Point""}";1131;;COMPTAGE_ROUTIER;33063;;;5358;5279;79;352;413;48.0;48.0;2017;comptage du 25/11/2017 au 01/12/2017;Vers la rue Ernest Renan;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8474559, -0.5889559;"{""coordinates"": [-0.5889559, 44.8474559], ""type"": ""Point""}";1132;;COMPTAGE_ROUTIER;33063;;;3892;3864;28;297;303;36.0;32.0;2017;comptage du 25/11/2017 au 01/12/2017;Vers la rue Colbert;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8458659, -0.580588;"{""coordinates"": [-0.580588, 44.8458659], ""type"": ""Point""}";1133;;COMPTAGE_ROUTIER;33063;;;2699;2680;19;191;197;37.0;32.0;2017;comptage du 25/11/2017 au 01/12/2017;Vers la rue Lafaurie Monbadon;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8935539, -0.502713;"{""coordinates"": [-0.502713, 44.8935539], ""type"": ""Point""}";910;;COMPTAGE_ROUTIER;33096;;;324;318;6;30;28;45.0;45.0;2016;comptage du 27/04/2016 au 03/05/2016;Vers la rue Emile Barbou;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8826489, -0.52092;"{""coordinates"": [-0.52092, 44.8826489], ""type"": ""Point""}";913;;COMPTAGE_ROUTIER;33249;;;1024;1001;23;56;82;66.0;62.0;2016;comptage du 02/07/2016 au 08/07/2016;Vers la rue Marc Tallavi;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8955749, -0.562357;"{""coordinates"": [-0.562357, 44.8955749], ""type"": ""Point""}";923;;COMPTAGE_ROUTIER;33063;;;1340;1262;78;122;105;59.0;45.0;2016;comptage du 29/01/2016 au 04/02/2016;Vers la rue Vergne;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8762639, -0.5529799;"{""coordinates"": [-0.5529799, 44.8762639], ""type"": ""Point""}";924;;COMPTAGE_ROUTIER;33063;;;4955;4720;235;264;401;49.0;47.0;2016;comptage du 01/07/2016 au 07/07/2016;Vers la rue Léonie;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.9103809, -0.5578849;"{""coordinates"": [-0.5578849, 44.9103809], ""type"": ""Point""}";927;;COMPTAGE_ROUTIER;33063;;;7726;7536;190;993;390;85.0;68.0;2016;comptage du 04/11/2016 au 10/11/2016;Vers l'avenue du Golf;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8933169, -0.549286;"{""coordinates"": [-0.549286, 44.8933169], ""type"": ""Point""}";936;;COMPTAGE_ROUTIER;33063;;;6258;5782;476;570;425;67.0;63.0;2016;comptage du 07/09/2016 au 13/09/2016;Vers la rue Pierre Baour;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8973599, -0.5513539;"{""coordinates"": [-0.5513539, 44.8973599], ""type"": ""Point""}";941;;COMPTAGE_ROUTIER;33063;;;8910;8406;504;366;1033;58.0;50.0;2016;comptage du 07/09/2016 au 13/09/2016;Vers l'avenue du Golf;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.7673749, -0.6411449;"{""coordinates"": [-0.6411449, 44.7673749], ""type"": ""Point""}";942;;COMPTAGE_ROUTIER;33192;;;58;58;0;2;7;40.0;;2016;comptage du 01/12/2016 au 07/12/2016;Vers le chemin d'Ornon;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8577679, -0.482031;"{""coordinates"": [-0.482031, 44.8577679], ""type"": ""Point""}";945;;COMPTAGE_ROUTIER;33013;;;333;330;3;28;29;50.0;47.0;2016;comptage du 06/07/2016 au 12/07/2016;Vers la rue du Golf;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8357659, -0.600245;"{""coordinates"": [-0.600245, 44.8357659], ""type"": ""Point""}";946;;COMPTAGE_ROUTIER;33063;;;728;724;4;82;48;40.0;34.0;2016;comptage du 07/12/2016 au 13/12/2016;Vers le boulevard Antoine Gauthier;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8798679, -0.514768;"{""coordinates"": [-0.514768, 44.8798679], ""type"": ""Point""}";949;;COMPTAGE_ROUTIER;33249;;;7230;6994;236;457;550;53.0;48.0;2016;comptage du 21/06/2016 au 27/06/2016;Vers l'avenue de Paris;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.7678539, -0.6405919;"{""coordinates"": [-0.6405919, 44.7678539], ""type"": ""Point""}";951;;COMPTAGE_ROUTIER;33192;;;3201;3124;77;328;256;54.0;49.0;2016;comptage du 01/12/2016 au 07/12/2016;Vers le chemin de Granet;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.7673359, -0.640283;"{""coordinates"": [-0.640283, 44.7673359], ""type"": ""Point""}";954;;COMPTAGE_ROUTIER;33192;;;3988;3925;63;417;299;54.0;51.0;2016;comptage du 01/12/2016 au 07/12/2016;Vers la rue Paul Langevin;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8828399, -0.5089929;"{""coordinates"": [-0.5089929, 44.8828399], ""type"": ""Point""}";955;;COMPTAGE_ROUTIER;33249;;;8338;8086;252;481;628;55.0;49.0;2016;comptage du 14/09/2016 au 20/09/2016;Vers l'allée de l'Oiseau de France;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8072819, -0.656525;"{""coordinates"": [-0.656525, 44.8072819], ""type"": ""Point""}";959;;COMPTAGE_ROUTIER;33318;;;268;267;1;27;23;47.0;;2016;comptage du 13/12/2016 au 19/12/2016;Vers la rue Descartes;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8936179, -0.50127;"{""coordinates"": [-0.50127, 44.8936179], ""type"": ""Point""}";961;;COMPTAGE_ROUTIER;33096;;;70;69;1;6;6;28.0;26.0;2016;comptage du 13/12/2016 au 19/12/2016;Vers la rue Austin Conte;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8829439, -0.6549179;"{""coordinates"": [-0.6549179, 44.8829439], ""type"": ""Point""}";966;;COMPTAGE_ROUTIER;33162;;;6454;6359;95;673;443;54.0;49.0;2016;comptage du 22/09/0216 au 28/09/2016;Vers la rue Raoul Dejean;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8808329, -0.651445;"{""coordinates"": [-0.651445, 44.8808329], ""type"": ""Point""}";971;;COMPTAGE_ROUTIER;33162;;;5780;5651;129;471;481;54.0;52.0;2016;comptage du 22/09/0216 au 28/09/2016;Vers la rue de la Marne;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.9033329, -0.6723539;"{""coordinates"": [-0.6723539, 44.9033329], ""type"": ""Point""}";973;;COMPTAGE_ROUTIER;33519;;;769;761;8;27;125;45.7;45.2;2016;comptage du 12/12/2016 au 18/12/2016;Vers la rue de Lacaussade;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8941929, -0.501268;"{""coordinates"": [-0.501268, 44.8941929], ""type"": ""Point""}";974;;COMPTAGE_ROUTIER;33096;;;205;199;6;18;17;36.0;33.0;2016;comptage du 27/04/2016 au 03/05/2016;Vers l'avenue Austin Conte;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
44.8347759, -0.603399;"{""coordinates"": [-0.603399, 44.8347759], ""type"": ""Point""}";981;;COMPTAGE_ROUTIER;33063;;;2679;2617;62;269;264;46.9;39.1;2017;comptage du 03/01/2017 au 09/01/2017;Vers la rue Louis Braille;2023-12-15T17:00:23+01:00;2024-02-14T15:12:17+01:00
